image_id,anormal,missing,normal,spin
spin_image87.jpg,0,0,0,1
spin_192.jpg,0,0,0,1
spin_image74.jpg,0,0,0,1
spin_image92.jpg,0,0,0,1
spin_191.jpg,0,0,0,1
spin_image109.jpg,0,0,0,1
spin_194.jpg,0,0,0,1
spin_124.jpg,0,0,0,1
spin_116.jpg,0,0,0,1
spin_image94.jpg,0,0,0,1
spin_image128.jpg,0,0,0,1
spin_image106.jpg,0,0,0,1
spin_image76.jpg,0,0,0,1
spin_image60.jpg,0,0,0,1
spin_118.jpg,0,0,0,1
spin_129.jpg,0,0,0,1
spin_image119.jpg,0,0,0,1
spin_image138.jpg,0,0,0,1
spin_161.jpg,0,0,0,1
spin_143.jpg,0,0,0,1
spin_image103.jpg,0,0,0,1
spin_169.jpg,0,0,0,1
spin_image112.jpg,0,0,0,1
spin_173.jpg,0,0,0,1
spin_155.jpg,0,0,0,1
spin_184.jpg,0,0,0,1
spin_8.jpg,0,0,0,1
spin_183.jpg,0,0,0,1
spin_image70.jpg,0,0,0,1
spin_image129.jpg,0,0,0,1
spin_136.jpg,0,0,0,1
spin_145.jpg,0,0,0,1
spin_142.jpg,0,0,0,1
spin_image117.jpg,0,0,0,1
spin_166.jpg,0,0,0,1
spin_14.jpg,0,0,0,1
spin_171.jpg,0,0,0,1
spin_112.jpg,0,0,0,1
spin_135.jpg,0,0,0,1
spin_image83.jpg,0,0,0,1
spin_13.jpg,0,0,0,1
spin_106.jpg,0,0,0,1
spin_image54.jpg,0,0,0,1
spin_139.jpg,0,0,0,1
spin_image123.jpg,0,0,0,1
spin_165.jpg,0,0,0,1
spin_image73.jpg,0,0,0,1
spin_103.jpg,0,0,0,1
spin_195.jpg,0,0,0,1
spin_15.jpg,0,0,0,1
spin_10.jpg,0,0,0,1
spin_image114.jpg,0,0,0,1
spin_17.jpg,0,0,0,1
spin_149.jpg,0,0,0,1
spin_131.jpg,0,0,0,1
spin_image69.jpg,0,0,0,1
spin_image111.jpg,0,0,0,1
spin_image86.jpg,0,0,0,1
spin_image64.jpg,0,0,0,1
spin_128.jpg,0,0,0,1
spin_image121.jpg,0,0,0,1
spin_125.jpg,0,0,0,1
spin_image134.jpg,0,0,0,1
spin_123.jpg,0,0,0,1
spin_163.jpg,0,0,0,1
spin_image131.jpg,0,0,0,1
spin_186.jpg,0,0,0,1
spin_image110.jpg,0,0,0,1
spin_185.jpg,0,0,0,1
spin_image81.jpg,0,0,0,1
spin_image120.jpg,0,0,0,1
spin_156.jpg,0,0,0,1
spin_image130.jpg,0,0,0,1
spin_image53.jpg,0,0,0,1
spin_167.jpg,0,0,0,1
spin_196.jpg,0,0,0,1
spin_image105.jpg,0,0,0,1
spin_177.jpg,0,0,0,1
spin_150.jpg,0,0,0,1
spin_image62.jpg,0,0,0,1
spin_image82.jpg,0,0,0,1
spin_107.jpg,0,0,0,1
spin_image113.jpg,0,0,0,1
spin_170.jpg,0,0,0,1
spin_image71.jpg,0,0,0,1
spin_19.jpg,0,0,0,1
spin_image108.jpg,0,0,0,1
spin_7.jpg,0,0,0,1
spin_image89.jpg,0,0,0,1
spin_199.jpg,0,0,0,1
spin_110.jpg,0,0,0,1
spin_image63.jpg,0,0,0,1
spin_image77.jpg,0,0,0,1
spin_197.jpg,0,0,0,1
spin_image126.jpg,0,0,0,1
spin_198.jpg,0,0,0,1
spin_188.jpg,0,0,0,1
spin_101.jpg,0,0,0,1
spin_153.jpg,0,0,0,1
spin_image125.jpg,0,0,0,1
spin_164.jpg,0,0,0,1
spin_157.jpg,0,0,0,1
spin_image80.jpg,0,0,0,1
spin_image127.jpg,0,0,0,1
spin_154.jpg,0,0,0,1
spin_image57.jpg,0,0,0,1
spin_image124.jpg,0,0,0,1
spin_image51.jpg,0,0,0,1
spin_168.jpg,0,0,0,1
spin_133.jpg,0,0,0,1
spin_108.jpg,0,0,0,1
spin_image133.jpg,0,0,0,1
spin_image90.jpg,0,0,0,1
spin_130.jpg,0,0,0,1
spin_148.jpg,0,0,0,1
spin_image139.jpg,0,0,0,1
spin_image100.jpg,0,0,0,1
spin_122.jpg,0,0,0,1
spin_193.jpg,0,0,0,1
spin_152.jpg,0,0,0,1
spin_11.jpg,0,0,0,1
spin_image78.jpg,0,0,0,1
spin_image58.jpg,0,0,0,1
spin_image93.jpg,0,0,0,1
spin_120.jpg,0,0,0,1
spin_178.jpg,0,0,0,1
spin_image142.jpg,0,0,0,1
spin_113.jpg,0,0,0,1
spin_138.jpg,0,0,0,1
spin_134.jpg,0,0,0,1
spin_189.jpg,0,0,0,1
spin_121.jpg,0,0,0,1
spin_image61.jpg,0,0,0,1
spin_105.jpg,0,0,0,1
missing_42.jpg,0,1,0,0
missing_92.jpg,0,1,0,0
missing_18.jpg,0,1,0,0
missing_11 (20).jpg,0,1,0,0
missing_11 (2).jpg,0,1,0,0
missing_2.jpg,0,1,0,0
missing_3.jpg,0,1,0,0
missing_image66.jpg,0,1,0,0
missing_96.jpg,0,1,0,0
missing_49.jpg,0,1,0,0
missing_image74.jpg,0,1,0,0
missing_image92.jpg,0,1,0,0
missing_31.jpg,0,1,0,0
missing_48.jpg,0,1,0,0
missing_91.jpg,0,1,0,0
missing_11 (11).jpg,0,1,0,0
missing_image98.jpg,0,1,0,0
missing_57.jpg,0,1,0,0
missing_image60.jpg,0,1,0,0
missing_image91.jpg,0,1,0,0
missing_11 (5).jpg,0,1,0,0
missing_16.jpg,0,1,0,0
missing_image81.jpg,0,1,0,0
missing_62.jpg,0,1,0,0
missing_83.jpg,0,1,0,0
missing_20.jpg,0,1,0,0
missing_61.jpg,0,1,0,0
missing_14.jpg,0,1,0,0
missing_11 (17).jpg,0,1,0,0
missing_79.jpg,0,1,0,0
missing_89.jpg,0,1,0,0
missing_1.jpg,0,1,0,0
missing_54.jpg,0,1,0,0
missing_90.jpg,0,1,0,0
missing_13.jpg,0,1,0,0
missing_11 (19).jpg,0,1,0,0
missing_72.jpg,0,1,0,0
missing_11 (1).jpg,0,1,0,0
missing_image54.jpg,0,1,0,0
missing_image73.jpg,0,1,0,0
missing_15.jpg,0,1,0,0
missing_32.jpg,0,1,0,0
missing_12.jpg,0,1,0,0
missing_44.jpg,0,1,0,0
missing_image96.jpg,0,1,0,0
missing_17.jpg,0,1,0,0
missing_11 (6).jpg,0,1,0,0
missing_11 (10).jpg,0,1,0,0
missing_image64.jpg,0,1,0,0
missing_30.jpg,0,1,0,0
missing_47.jpg,0,1,0,0
missing_image97.jpg,0,1,0,0
missing_100.jpg,0,1,0,0
missing_46.jpg,0,1,0,0
missing_28.jpg,0,1,0,0
missing_68.jpg,0,1,0,0
missing_29.jpg,0,1,0,0
missing_image75.jpg,0,1,0,0
missing_97.jpg,0,1,0,0
missing_33.jpg,0,1,0,0
missing_image53.jpg,0,1,0,0
missing_34.jpg,0,1,0,0
missing_58.jpg,0,1,0,0
missing_82.jpg,0,1,0,0
missing_image62.jpg,0,1,0,0
missing_11 (16).jpg,0,1,0,0
missing_37.jpg,0,1,0,0
missing_26.jpg,0,1,0,0
missing_88.jpg,0,1,0,0
missing_95.jpg,0,1,0,0
missing_5.jpg,0,1,0,0
missing_21.jpg,0,1,0,0
missing_image63.jpg,0,1,0,0
missing_image77.jpg,0,1,0,0
missing_81.jpg,0,1,0,0
missing_11 (9).jpg,0,1,0,0
missing_41.jpg,0,1,0,0
missing_image80.jpg,0,1,0,0
missing_image57.jpg,0,1,0,0
missing_53.jpg,0,1,0,0
missing_35.jpg,0,1,0,0
missing_image90.jpg,0,1,0,0
missing_27.jpg,0,1,0,0
missing_image68.jpg,0,1,0,0
missing_98.jpg,0,1,0,0
missing_25.jpg,0,1,0,0
missing_67.jpg,0,1,0,0
missing_image52.jpg,0,1,0,0
missing_99.jpg,0,1,0,0
missing_93.jpg,0,1,0,0
missing_image100.jpg,0,1,0,0
missing_64.jpg,0,1,0,0
missing_94.jpg,0,1,0,0
missing_11 (4).jpg,0,1,0,0
missing_image85.jpg,0,1,0,0
missing_image88.jpg,0,1,0,0
missing_40.jpg,0,1,0,0
missing_image82.jpg,0,1,0,0
missing_38.jpg,0,1,0,0
missing_69.jpg,0,1,0,0
missing_59.jpg,0,1,0,0
missing_87.jpg,0,1,0,0
missing_11 (15).jpg,0,1,0,0
missing_image58.jpg,0,1,0,0
missing_image93.jpg,0,1,0,0
missing_77.jpg,0,1,0,0
missing_75.jpg,0,1,0,0
missing_70.jpg,0,1,0,0
missing_52.jpg,0,1,0,0
missing_image61.jpg,0,1,0,0
missing_65.jpg,0,1,0,0
missing_80.jpg,0,1,0,0
missing_55.jpg,0,1,0,0
anormal_290.jpg,1,0,0,0
anormal_image79.jpg,1,0,0,0
anormal_2.jpg,1,0,0,0
anormal_214.jpg,1,0,0,0
anormal_image66.jpg,1,0,0,0
anormal_202.jpg,1,0,0,0
anormal_265.jpg,1,0,0,0
anormal_image60.jpg,1,0,0,0
anormal_20.jpg,1,0,0,0
anormal_263.jpg,1,0,0,0
anormal_226.jpg,1,0,0,0
anormal_298.jpg,1,0,0,0
anormal_285.jpg,1,0,0,0
anormal_1.jpg,1,0,0,0
anormal_262.jpg,1,0,0,0
anormal_275.jpg,1,0,0,0
anormal_235.jpg,1,0,0,0
anormal_image64.jpg,1,0,0,0
anormal_217.jpg,1,0,0,0
anormal_216.jpg,1,0,0,0
anormal_297.jpg,1,0,0,0
anormal_4.jpg,1,0,0,0
anormal_203.jpg,1,0,0,0
anormal_218.jpg,1,0,0,0
anormal_image62.jpg,1,0,0,0
anormal_image82.jpg,1,0,0,0
anormal_274.jpg,1,0,0,0
anormal_206.jpg,1,0,0,0
anormal_281.jpg,1,0,0,0
anormal_295.jpg,1,0,0,0
anormal_231.jpg,1,0,0,0
anormal_7.jpg,1,0,0,0
anormal_5.jpg,1,0,0,0
anormal_289.jpg,1,0,0,0
anormal_254.jpg,1,0,0,0
anormal_225.jpg,1,0,0,0
anormal_283.jpg,1,0,0,0
anormal_242.jpg,1,0,0,0
anormal_image65.jpg,1,0,0,0
anormal_image85.jpg,1,0,0,0
anormal_201.jpg,1,0,0,0
anormal_image84.jpg,1,0,0,0
anormal_11.jpg,1,0,0,0
anormal_236.jpg,1,0,0,0
anormal_image78.jpg,1,0,0,0
anormal_image58.jpg,1,0,0,0
anormal_image61.jpg,1,0,0,0
anormal_207.jpg,1,0,0,0
anormal_6.jpg,1,0,0,0
anormal_252.jpg,1,0,0,0
anormal_18.jpg,1,0,0,0
anormal_272.jpg,1,0,0,0
anormal_212.jpg,1,0,0,0
anormal_277.jpg,1,0,0,0
anormal_245.jpg,1,0,0,0
anormal_237.jpg,1,0,0,0
anormal_image56.jpg,1,0,0,0
anormal_3.jpg,1,0,0,0
anormal_257.jpg,1,0,0,0
anormal_248.jpg,1,0,0,0
anormal_image87.jpg,1,0,0,0
anormal_image74.jpg,1,0,0,0
anormal_240.jpg,1,0,0,0
anormal_296.jpg,1,0,0,0
anormal_267.jpg,1,0,0,0
anormal_image76.jpg,1,0,0,0
anormal_251.jpg,1,0,0,0
anormal_209.jpg,1,0,0,0
anormal_229.jpg,1,0,0,0
anormal_279.jpg,1,0,0,0
anormal_16.jpg,1,0,0,0
anormal_239.jpg,1,0,0,0
anormal_247.jpg,1,0,0,0
anormal_222.jpg,1,0,0,0
anormal_258.jpg,1,0,0,0
anormal_8.jpg,1,0,0,0
anormal_image70.jpg,1,0,0,0
anormal_256.jpg,1,0,0,0
anormal_image72.jpg,1,0,0,0
anormal_223.jpg,1,0,0,0
anormal_204.jpg,1,0,0,0
anormal_image55.jpg,1,0,0,0
anormal_14.jpg,1,0,0,0
anormal_213.jpg,1,0,0,0
anormal_276.jpg,1,0,0,0
anormal_259.jpg,1,0,0,0
anormal_230.jpg,1,0,0,0
anormal_280.jpg,1,0,0,0
anormal_266.jpg,1,0,0,0
anormal_image83.jpg,1,0,0,0
anormal_268.jpg,1,0,0,0
anormal_13.jpg,1,0,0,0
anormal_232.jpg,1,0,0,0
anormal_image54.jpg,1,0,0,0
anormal_282.jpg,1,0,0,0
anormal_image73.jpg,1,0,0,0
anormal_224.jpg,1,0,0,0
anormal_15.jpg,1,0,0,0
anormal_10.jpg,1,0,0,0
anormal_12.jpg,1,0,0,0
anormal_215.jpg,1,0,0,0
anormal_246.jpg,1,0,0,0
anormal_17.jpg,1,0,0,0
anormal_249.jpg,1,0,0,0
anormal_208.jpg,1,0,0,0
anormal_image69.jpg,1,0,0,0
anormal_260.jpg,1,0,0,0
anormal_image86.jpg,1,0,0,0
anormal_286.jpg,1,0,0,0
anormal_293.jpg,1,0,0,0
anormal_image59.jpg,1,0,0,0
anormal_211.jpg,1,0,0,0
anormal_253.jpg,1,0,0,0
anormal_219.jpg,1,0,0,0
anormal_269.jpg,1,0,0,0
anormal_264.jpg,1,0,0,0
anormal_image75.jpg,1,0,0,0
anormal_image81.jpg,1,0,0,0
anormal_234.jpg,1,0,0,0
anormal_image53.jpg,1,0,0,0
anormal_299.jpg,1,0,0,0
anormal_233.jpg,1,0,0,0
anormal_image71.jpg,1,0,0,0
anormal_241.jpg,1,0,0,0
anormal_19.jpg,1,0,0,0
anormal_244.jpg,1,0,0,0
anormal_image89.jpg,1,0,0,0
anormal_294.jpg,1,0,0,0
anormal_228.jpg,1,0,0,0
anormal_image63.jpg,1,0,0,0
anormal_image77.jpg,1,0,0,0
anormal_273.jpg,1,0,0,0
anormal_250.jpg,1,0,0,0
anormal_271.jpg,1,0,0,0
anormal_238.jpg,1,0,0,0
anormal_image80.jpg,1,0,0,0
anormal_270.jpg,1,0,0,0
anormal_image57.jpg,1,0,0,0
anormal_image51.jpg,1,0,0,0
anormal_288.jpg,1,0,0,0
anormal_9.jpg,1,0,0,0
anormal_image90.jpg,1,0,0,0
anormal_image68.jpg,1,0,0,0
anormal_221.jpg,1,0,0,0
anormal_243.jpg,1,0,0,0
anormal_284.jpg,1,0,0,0
anormal_image52.jpg,1,0,0,0
anormal_220.jpg,1,0,0,0
anormal_291.jpg,1,0,0,0
anormal_205.jpg,1,0,0,0
anormal_278.jpg,1,0,0,0
anormal_255.jpg,1,0,0,0
anormal_image67.jpg,1,0,0,0
anormal_image88.jpg,1,0,0,0
anormal_210.jpg,1,0,0,0
anormal_227.jpg,1,0,0,0
anormal_261.jpg,1,0,0,0
anormal_287.jpg,1,0,0,0
anormal_292.jpg,1,0,0,0
anormal_300.jpg,1,0,0,0
